,num_devices,task_data,local_completion_time,energy_consumed,total_weighted_waste,completion_time
325,200,10,3.1517439939943463e-10,1.2083447204353352e-05,6.041881189376376e-06,
326,200,20,1.8164298996426556e-09,6.963996706129762e-05,3.482089174559863e-05,
327,200,30,5.651549667270345e-10,2.1667433064794933e-05,1.083399910988083e-05,
328,200,30,4.4599471988408435e-10,1.7098957470558318e-05,8.549701732639101e-06,
329,200,35,3.252769356295273e-10,1.2470767568567585e-05,6.235546422751607e-06,
330,200,35,8.689906552889024e-10,3.331616630116028e-05,1.6658517645907782e-05,
331,200,40,2.578156656157181e-10,9.8843750947379e-06,4.942316455201758e-06,
332,200,25,8.382102469300348e-10,3.2136078578167755e-05,1.6068458394207344e-05,
333,200,10,2.3067846193841844e-09,8.843963917518972e-05,4.422097297990455e-05,
334,200,45,7.56406439799382e-14,2.8999808670263176e-09,1.4500282538351487e-09,
335,200,40,2.3280180804113453e-10,8.925370721426996e-06,4.462801761617519e-06,
336,200,45,3.819137500841046e-10,1.4642162068211927e-05,7.3212719909810055e-06,
337,200,30,1.8241283991592186e-09,6.993511924573387e-05,3.4968471687066516e-05,
338,200,25,2.293928230471556e-11,8.794673906350426e-07,4.397451649586737e-07,
339,200,45,2.950566596068869e-10,1.1312154716393095e-05,5.6562248865263505e-06,
340,200,5,3.8229321995873796e-10,1.465671053472606e-05,7.3285464139730095e-06,
341,200,30,4.5769418559929326e-10,1.7547502392221533e-05,8.773980043203566e-06,
342,200,5,2.5854217748673843e-10,9.9122287778211e-06,4.956243659999293e-06,
343,200,30,2.284460627474401e-10,8.758376135596871e-06,4.37930229082981e-06,
344,200,25,1.405435388843396e-09,5.388287993117203e-05,2.6942142683280437e-05,
345,200,5,2.4590496625862033e-10,9.427731702626545e-06,4.713988803796402e-06,
346,200,10,5.383261138349957e-11,2.0638843724759553e-06,1.0319691025436693e-06,
347,200,35,1.74208761643533e-09,6.678976394867635e-05,3.339575301814639e-05,
348,200,35,2.9464341024637146e-09,0.00011296311180752077,5.648302912081162e-05,
349,200,5,1.156266304301575e-09,4.4330005447218784e-05,2.2165580856761543e-05,
350,200,15,1.3908358295532651e-09,5.3323148543644125e-05,2.666226968973684e-05,
351,200,10,8.399239951921322e-10,3.220178184177694e-05,1.6101310882886065e-05,
352,200,40,1.0621420332805169e-10,4.072138221608575e-06,2.0361222179059516e-06,
353,200,5,1.7382915348695872e-09,6.664422626772741e-05,3.332298227963114e-05,
354,200,25,9.515706099215236e-10,3.6482192868808476e-05,1.8241572219709198e-05,
355,200,5,1.140581356223578e-09,4.3728661421927874e-05,2.186490100164205e-05,
356,200,30,4.693238895925806e-10,1.7993372724561083e-05,8.996921024225338e-06,
357,200,25,3.287236154346785e-11,1.2602909562128025e-06,6.30161914287173e-07,
358,200,20,1.0175062843368086e-09,3.901009564961395e-05,1.950555657794914e-05,
359,200,5,1.2863834997827193e-10,4.931855865766635e-06,2.4659922520583064e-06,
360,200,30,1.8146541468338557e-10,6.957188661011247e-06,3.4786850632129652e-06,
361,200,25,1.9102735072861135e-09,7.323782996065279e-05,3.661987011708004e-05,
362,200,40,1.2114894043892089e-09,4.6447199659823496e-05,2.3224205574613942e-05,
363,200,30,4.824086834257602e-10,1.849502963503463e-05,9.247756021859026e-06,
364,200,45,1.3798708152079324e-10,5.2902761696903795e-06,2.6452070783859503e-06,
365,200,10,6.368392830368579e-11,2.4415732587727166e-06,1.22081847135051e-06,
366,200,35,5.460537885239111e-10,2.093511445389827e-05,1.0467830253843396e-05,
367,200,25,6.757661935474687e-10,2.590814843393754e-05,1.2954412100065544e-05,
368,200,45,1.1394699938748661e-09,4.368605298580123e-05,2.184359622789755e-05,
369,200,25,3.085465054659425e-10,1.1829340885521577e-05,5.914824716013521e-06,
370,200,15,6.054036464243314e-10,2.3210524118808026e-05,1.1605564761227225e-05,
371,200,20,1.0528775295604753e-09,4.036619111620907e-05,2.0183621996869313e-05,
372,200,15,1.2786820052183e-09,4.9023291646319286e-05,2.451228516416225e-05,
373,200,25,7.231163620650477e-10,2.772350292494201e-05,1.3862113020652037e-05,
374,200,15,3.865830016254026e-10,1.4821176146102232e-05,7.410781364551928e-06,
375,200,25,2.5531243191106623e-09,9.788403809100626e-05,4.8943295607662686e-05,
376,200,20,2.355036480970004e-10,9.02895636078055e-06,4.514595932214324e-06,
377,200,45,1.627393068505658e-10,6.2392498443685435e-06,3.119706291837697e-06,
378,200,20,1.002109566815219e-09,3.841980207359072e-05,1.9210402091578767e-05,
379,200,5,3.5870263764617606e-11,1.3752273002880303e-06,6.876315852758975e-07,
380,200,30,5.227421194094029e-10,2.004137015383054e-05,1.0020946447974975e-05,
381,200,10,1.3996223407941596e-09,5.366001392640401e-05,2.68307067743724e-05,
382,200,10,2.1642910302894398e-10,8.29765883561318e-06,4.148937632358105e-06,
383,200,40,4.1578528580016143e-10,1.5940760286643483e-05,7.970588035964641e-06,
384,200,45,1.2622748492898824e-12,4.839425894946193e-08,2.419776061215561e-08,
385,200,5,1.0242042753284339e-09,3.9266889414198764e-05,1.9633956809237045e-05,
386,200,5,1.2540527262935637e-09,4.807903160446489e-05,2.4040142828595593e-05,
387,200,20,2.447531080846044e-10,9.38357070014936e-06,4.691907726628722e-06,
388,200,20,2.319031484882073e-09,8.890917081527387e-05,4.4455744923379377e-05,
389,200,30,4.966998156974547e-10,1.904293626268111e-05,9.521716481248404e-06,
390,200,40,9.302669868924044e-10,3.566543489409883e-05,1.783318258054286e-05,
391,200,30,1.5167604860608563e-09,5.815096432289278e-05,2.9076240541689422e-05,
392,200,25,6.562288878750934e-11,2.515910916533797e-06,1.2579882697112923e-06,
393,200,30,2.5647329574119476e-10,9.832910078739059e-06,4.9165832760174e-06,
394,200,5,8.792015442352064e-10,3.370764079187807e-05,1.6854259996711153e-05,
395,200,25,1.7542003980438718e-09,6.725415495677719e-05,3.362795457858762e-05,
396,200,5,2.025266142714898e-09,7.76465238194842e-05,3.882427454281346e-05,
397,200,40,9.695879148965535e-10,3.7172956946872413e-05,1.8586963267393653e-05,
398,200,45,5.168039800176771e-10,1.9813708281645697e-05,9.907112542812858e-06,
399,200,5,2.360420479635322e-09,9.049598032104314e-05,4.524917037076139e-05,
400,200,30,1.0871252163603121e-10,4.167921056228594e-06,2.0840148843751154e-06,
401,200,35,1.5963162796760115e-10,6.120104781248118e-06,3.060132206438043e-06,
402,200,45,4.928925247479209e-10,1.8896968826023923e-05,9.448730859274335e-06,
403,200,30,4.417700501786333e-10,1.693698818168549e-05,8.468714975867833e-06,
404,200,5,1.143259591501006e-09,4.3831342079485426e-05,2.1916242669538464e-05,
405,200,5,2.0367931101794034e-09,7.808845534390072e-05,3.9045246068505446e-05,
406,200,35,4.436173837879874e-10,1.700781296371091e-05,8.504128290547348e-06,
407,200,30,6.452993858607945e-11,2.4740083823142328e-06,1.2370364561264094e-06,
408,200,20,2.4067184669991107e-10,9.227099531922882e-06,4.6136701018847905e-06,
409,200,15,9.794985776954044e-11,3.7552921090274468e-06,1.877695029442608e-06,
410,200,35,6.956381273453272e-10,2.66700169846586e-05,1.3335356311392973e-05,
411,200,45,2.843359717401675e-10,1.0901135083838234e-05,5.450709709904987e-06,
412,200,35,9.033090776221487e-10,3.4631897671445e-05,1.731640049026131e-05,
413,200,30,1.9263645901242691e-10,7.385474475546552e-06,3.6928335560027823e-06,
414,200,5,1.2415128204776364e-09,4.7598265114029594e-05,2.3799753313425037e-05,
415,200,40,1.5655416595966778e-09,6.002118200589523e-05,3.0011373773777413e-05,
416,200,45,9.761522004068042e-10,3.742462458722822e-05,1.8712800369714315e-05,
417,200,45,4.998470170884961e-10,1.9163596576217303e-05,9.582048211617196e-06,
418,200,5,3.64489505757025e-10,1.3974135296991889e-05,6.987249893248823e-06,
419,200,25,1.1634303284858794e-09,4.460466642275076e-05,2.230291492653962e-05,
420,200,30,2.2361335683157495e-10,8.573095392935678e-06,4.286659503146255e-06,
421,200,10,1.1227420200569784e-09,4.304472047640512e-05,2.152292160921259e-05,
422,200,20,2.0924654145490313e-09,8.022287156513235e-05,4.011248201527345e-05,
423,200,20,4.597569911749087e-11,1.7626588137489206e-06,8.81352394724019e-07,
424,200,20,3.9740552327862887e-10,1.5236099976413066e-05,7.618248690968173e-06,
425,200,5,2.086278053668146e-10,7.998565480932691e-06,3.9993870543690286e-06,
426,200,35,7.29339908143531e-10,2.7962106982271885e-05,1.3981418161090014e-05,
427,200,5,2.0140375801611413e-10,7.721603281812865e-06,3.86090234278544e-06,
428,200,5,1.3834472854628675e-10,5.303987971659638e-06,2.652063158194092e-06,
429,200,35,8.035162543856703e-10,3.080594825027029e-05,1.540337588326234e-05,
430,200,30,1.0735199808337922e-10,4.115760047751778e-06,2.057933699874931e-06,
431,200,30,7.066526514094164e-11,2.7092301980721447e-06,1.3546504316686427e-06,
432,200,40,4.333764108395817e-10,1.661518508473638e-05,8.307809230573608e-06,
433,200,25,4.4921917481841227e-10,1.722257960178475e-05,8.611514410479785e-06,
434,200,30,5.692446946194141e-10,2.182422882981236e-05,1.091239903725349e-05,
435,200,20,1.2636484084135462e-09,4.844691972769923e-05,2.422409168805382e-05,
436,200,40,1.7461125600109086e-09,6.694407595272451e-05,3.3472911032642264e-05,
437,200,10,1.9184077404580172e-10,7.354968770439049e-06,3.6775803056065474e-06,
438,200,45,1.0984594463533966e-09,4.21137527395199e-05,2.1057425599483128e-05,
439,200,25,3.3520026372220596e-10,1.2851217285701479e-05,6.4257762429826e-06,
440,200,25,2.7017958419201174e-10,1.0358394423846633e-05,5.179332301715412e-06,
441,200,35,4.913000420322543e-10,1.8835914752928934e-05,9.418203026485482e-06,
442,200,25,3.422836556280722e-10,1.312278690647453e-05,6.56156459506508e-06,
443,200,15,2.984521289727309e-10,1.1442333356835835e-05,5.721315904482404e-06,
444,200,20,1.0848038976972005e-10,4.159021370351938e-06,2.0795649253708536e-06,
445,200,30,2.4926436189335667e-10,9.556527315050088e-06,4.77838828970599e-06,
446,200,30,1.2380563799513814e-09,4.7465748904928937e-05,2.3733493480654443e-05,
447,200,30,4.957816037999937e-10,1.9007733006939143e-05,9.504114394271471e-06,
448,200,35,3.9080664280166517e-10,1.4983106002273135e-05,7.491748404457968e-06,
449,200,25,2.3621561535916373e-10,9.056252419216677e-06,4.528244317416018e-06,
450,200,25,6.7099164891131e-10,2.5725097532132742e-05,1.2862884261890827e-05,
451,200,35,6.283305820105828e-10,2.4089518149547746e-05,1.2045073240064879e-05,
452,200,25,3.6425240074688066e-10,1.3965044946133994e-05,6.9827045992673705e-06,
453,200,35,8.635444602295017e-10,3.310736504512465e-05,1.655411429479244e-05,
454,200,35,1.0672292095968963e-09,4.091641907997869e-05,2.0458743154594144e-05,
455,200,5,7.461274329636114e-10,2.860572261298855e-05,1.4303234370210758e-05,
456,200,15,9.488797306442368e-10,3.637902745390694e-05,1.818998816681879e-05,
457,200,35,1.0312302109923422e-09,3.953625622450377e-05,1.976864372735738e-05,
458,200,25,1.6181881366076914e-10,6.203959126334118e-06,3.102060472573889e-06,
459,200,10,2.777308222809511e-10,1.0647900763666962e-05,5.3240892472446215e-06,
460,200,25,4.8665944839357625e-11,1.865799938817636e-06,9.329243023812377e-07,
461,200,30,8.927225716624239e-10,3.422602242876457e-05,1.7113457575668115e-05,
462,200,10,5.493346148334819e-10,2.1060897802970695e-05,1.0530723568792765e-05,
463,200,20,5.648135120063568e-10,2.1654342058362158e-05,1.0827453435937083e-05,
464,200,5,1.1644671887920722e-09,4.464441853076475e-05,2.232279149897677e-05,
465,200,10,1.0842290277531145e-09,4.1568173808680304e-05,2.078462901885403e-05,
466,200,5,2.386892483194061e-09,9.15108884417693e-05,4.575663766712625e-05,
467,200,40,2.797695713183452e-09,0.0001072606420715482,5.3631719883630695e-05,
468,200,25,1.4085690895451143e-09,5.400302264281236e-05,2.7002215605950953e-05,
469,200,30,9.629768776531567e-10,3.691949689539356e-05,1.846022993613561e-05,
470,200,35,1.2115027780256917e-09,4.6447712390650225e-05,2.3224461946714127e-05,
471,200,15,2.0390713437609837e-09,7.81758003670202e-05,3.908891971918198e-05,
472,200,35,3.9620925191000526e-10,1.5190236219863084e-05,7.595316214557497e-06,
473,200,25,1.2240469661247623e-10,4.692864305921159e-06,2.346493355308886e-06,
474,200,5,2.0461619353635058e-10,7.844764601641293e-06,3.922484608917415e-06,
475,200,20,4.3451836339738856e-10,1.6658966316550983e-05,8.32970041745719e-06,
476,200,20,1.274171794040841e-10,4.885037500478001e-06,2.4425824588287025e-06,
477,200,30,1.5508773609638498e-09,5.945896858165679e-05,2.9730259729508878e-05,
478,200,35,5.527063654421455e-10,2.119016709179513e-05,1.0595359899080287e-05,
479,200,30,1.5219099472484868e-09,5.834838912170311e-05,2.917495551582518e-05,
480,200,45,8.196824012565007e-10,3.142574091929331e-05,1.5713280300847285e-05,
481,200,10,2.633997154140547e-10,1.0098461553070978e-05,5.049362476393196e-06,
482,200,35,1.214877283597426e-10,4.6577087301793215e-06,2.328915108953841e-06,
483,200,10,1.811065470903902e-10,6.9434300637978455e-06,3.471805585172468e-06,
484,200,35,2.473658310509338e-09,9.483739686219931e-05,4.741993526025491e-05,
485,200,30,1.7806089385140105e-09,6.826662997100108e-05,3.41342052899698e-05,
486,200,20,4.4170891637014806e-11,1.6934644377275484e-06,8.467543043095927e-07,
487,200,35,7.766056263119297e-10,2.977422373779513e-05,1.488750017171072e-05,
488,200,20,1.0580685317818295e-09,4.0565208553535636e-05,2.028313331103371e-05,
489,200,35,9.078955680583074e-10,3.480773877765223e-05,1.7404323336610143e-05,
490,200,25,1.901296452739291e-09,7.289365935265343e-05,3.644778032455309e-05,
491,200,20,1.0992484509298842e-09,4.214400232566061e-05,2.107255078705577e-05,
492,200,15,1.234897017708897e-10,4.734462235743894e-06,2.3672928627228324e-06,
493,200,20,9.617847144491047e-10,3.687379064145102e-05,1.8437376213082737e-05,
494,200,20,2.1220026621857517e-09,8.13552978442347e-05,4.067870992344844e-05,
495,200,20,4.787353473118355e-10,1.8354197882579372e-05,9.177338308963341e-06,
496,200,10,1.4454122886682698e-10,5.5415551237433125e-06,2.7708498324860895e-06,
497,200,10,1.0799469599888753e-09,4.140400394001951e-05,2.070254194348975e-05,
498,200,15,1.6466552500558789e-09,6.31309897495982e-05,3.156631820242413e-05,
499,200,40,5.643514190906467e-10,2.1636625913392487e-05,1.081859513240579e-05,
500,250,25,6.74817186090597e-10,2.5871764509597562e-05,1.2936219663391827e-05,
501,250,45,9.043593315371717e-11,3.4672163276004024e-06,1.733653381766778e-06,
502,250,35,7.648791857740441e-10,2.932464463046747e-05,1.4662704754826621e-05,
503,250,25,2.1507610559646028e-10,8.245786370482145e-06,4.123000723293871e-06,
504,250,45,2.8545854204495e-09,0.00010944173220935856,5.47222933973895e-05,
505,250,15,4.666033130677975e-10,1.7889068749158064e-05,8.944767676235566e-06,
506,250,40,3.374712009918624e-10,1.2938282576075888e-05,6.46931002363844e-06,
507,250,20,1.705070922961799e-09,6.53705837674197e-05,3.2686144419171336e-05,
508,250,5,4.4988270196261384e-10,1.7248018518241456e-05,8.62423420047171e-06,
509,250,5,7.878640007471719e-10,3.020585769459592e-05,1.5103322779298335e-05,
510,250,45,6.561651540256794e-10,2.5156665678157566e-05,1.2578660921655795e-05,
511,250,35,1.4473340972800211e-09,5.548923131088205e-05,2.7745339322489665e-05,
512,250,40,1.5348705723905536e-10,5.884528553822043e-06,2.942341020439641e-06,
513,250,40,8.435614510017241e-10,3.234123798198733e-05,1.6171040771719166e-05,
514,250,25,7.246593028903707e-11,2.7782657615290457e-06,1.3891691137296673e-06,
515,250,5,5.939551845359493e-10,2.2771602413672974e-05,1.1386098184428755e-05,
516,250,30,2.7593593164335563e-10,1.0579086588726672e-05,5.289681262329157e-06,
517,250,10,2.2617755947976458e-10,8.671404162238337e-06,4.335815169898908e-06,
518,250,5,1.8399152990427154e-10,7.05403719935019e-06,3.5271105954400472e-06,
519,250,25,5.962836070467244e-11,2.2860871626312037e-06,1.1430733954959542e-06,
520,250,15,4.2339040353195854e-10,1.6232332313972387e-05,8.116377852187959e-06,
521,250,35,6.574789380289675e-10,2.520703474262443e-05,1.260384611078123e-05,
522,250,10,7.072685722888059e-10,2.7115915724230893e-05,1.355831149640159e-05,
523,250,30,1.745844118439904e-10,6.69337841918554e-06,3.346776501798692e-06,
524,250,35,4.539243306609439e-10,1.7402970211935264e-05,8.701712068132963e-06,
525,250,45,4.987832492545195e-10,1.9122812862552616e-05,9.561655822900935e-06,
526,250,15,5.791779090906584e-10,2.220505758005829e-05,1.110281837898369e-05,
527,250,40,5.708614655817353e-10,2.1886214088139066e-05,1.0943392474802324e-05,
528,250,35,1.3348173087315546e-10,5.117545875632341e-06,2.558839678681607e-06,
529,250,20,1.555942849239622e-09,5.9653173949418895e-05,2.9827364946134067e-05,
530,250,40,2.14678173404506e-09,8.230530078595638e-05,4.115372378384521e-05,
531,250,35,1.3611093338267432e-11,5.218346669649437e-07,2.60924139029141e-07,
532,250,10,9.61593881827703e-10,3.686647432416775e-05,1.8433717959024787e-05,
533,250,30,1.412045103725175e-09,5.4136289284729924e-05,2.7068850664916826e-05,
534,250,5,1.4335415461770926e-09,5.496043974854971e-05,2.7480936645047944e-05,
535,250,40,1.5578703944194442e-09,5.9727073956712525e-05,2.9864315913553473e-05,
536,250,20,7.370943936805431e-10,2.8259405610466165e-05,1.4130071352429922e-05,
537,250,30,1.1766350157198878e-09,4.5110919917153154e-05,2.2556048276084436e-05,
538,250,5,6.143513402260518e-10,2.355356906744545e-05,1.1777091709392838e-05,
539,250,25,1.1755411230367083e-09,4.5068981249197845e-05,2.253507839516044e-05,
540,250,30,7.98399476672964e-11,3.0609776500706523e-06,1.5305287450091598e-06,
541,250,45,2.698929178157743e-09,0.00010347403943562927,5.1738369182403715e-05,
542,250,25,1.3188269915194548e-10,5.056240720714476e-06,2.528186301706814e-06,
543,250,15,5.2947844347384e-12,2.0299633567163426e-07,1.015008152280345e-07,
544,250,30,8.955940482852096e-10,3.4336111751489e-05,1.7168503672768642e-05,
545,250,30,8.482331371583176e-10,3.2520345400407325e-05,1.6260596816772242e-05,
546,250,10,1.6065116260892665e-10,6.15919264192126e-06,3.0796766465419348e-06,
547,250,15,5.133676635381168e-10,1.9681963606832836e-05,9.841238487248187e-06,
548,250,10,9.672785346544653e-10,3.70844177943168e-05,1.8542692536425728e-05,
549,250,10,2.960489659232718e-10,1.1350198672397872e-05,5.675247360681898e-06,
550,250,20,1.3849337787946802e-09,5.30968702708064e-05,2.65491276022926e-05,
551,250,10,1.8424001959133404e-10,7.0635640264661216e-06,3.5318741332428563e-06,
552,250,5,5.845886688126549e-10,2.241250028340212e-05,1.1206542436035467e-05,
553,250,35,2.1862195770989292e-09,8.381730523588335e-05,4.1909745727730226e-05,
554,250,35,2.866439879913529e-10,1.0989621942450895e-05,5.494954293219443e-06,
555,250,10,2.0335279366867627e-10,7.796327210697995e-06,3.898265281745831e-06,
556,250,40,8.219347821939772e-10,3.151209477986685e-05,1.575645835732452e-05,
557,250,45,2.270106658705534e-10,8.703344564466082e-06,4.351785787565976e-06,
558,250,5,4.4764316455022913e-10,1.7162157064594555e-05,8.581302353879553e-06,
559,250,40,2.053313819023588e-09,7.872184153731486e-05,3.936194742556694e-05,
560,250,15,4.577361846063162e-10,1.7549112588941074e-05,8.77478516256284e-06,
561,250,5,1.7523669050575136e-09,6.718386080933872e-05,3.359280658812189e-05,
562,250,15,2.1604893124819445e-09,8.283083458774119e-05,4.1416497538526835e-05,
563,250,25,6.809427632785321e-11,2.6106612545122166e-06,1.3053646743942722e-06,
564,250,10,8.16305612391226e-10,3.129627846913382e-05,1.5648547387373106e-05,
565,250,15,1.0784870611227093e-09,4.1348032988994855e-05,2.067455573802799e-05,
566,250,20,2.6648143558347503e-10,1.0216611387057299e-05,5.108438934246441e-06,
567,250,20,3.6757628297759436e-10,1.4092479012875613e-05,7.046423294579295e-06,
568,250,25,2.106091196245404e-10,8.07452693679358e-06,4.037368772956603e-06,
569,250,45,3.0405321429942016e-10,1.1657072938988107e-05,5.828688496101203e-06,
570,250,10,1.182636641568248e-09,4.534101579174554e-05,2.2671099214193556e-05,
571,250,25,7.888086445445003e-10,3.0242074320926264e-05,1.5121431564785405e-05,
572,250,25,7.985428057596164e-10,3.061527158360257e-05,1.5308035063204164e-05,
573,250,30,7.456634422172362e-10,2.8587933707234094e-05,1.4294339685338155e-05,
574,250,5,1.3931789688060865e-09,5.341298198033145e-05,2.670718757965013e-05,
575,250,35,1.9266133862733248e-10,7.386428333200438e-06,3.693310497269533e-06,
576,250,40,3.9800855804646905e-10,1.5259219680276934e-05,7.62980884441749e-06,
577,250,25,1.1338039960500836e-10,4.346882472834694e-06,2.1734979266171494e-06,
578,250,10,4.119245175475924e-10,1.579274258775342e-05,7.896577256135484e-06,
579,250,25,1.4490152540396366e-09,5.55536850513691e-05,2.777756703331157e-05,
580,250,40,1.331905991432138e-09,5.1063841984943324e-05,2.553258694546738e-05,
581,250,15,6.134435787745973e-10,2.3518766470554012e-05,1.1759689957066393e-05,
582,250,45,1.1065516819520287e-09,4.242400034150655e-05,2.121255344659425e-05,
583,250,35,6.721775173558544e-10,2.577056245177172e-05,1.2885617314644538e-05,
584,250,25,1.8006173148695903e-09,6.903372958251196e-05,3.451776509991341e-05,
585,250,30,7.17329693365537e-10,2.7501648276046475e-05,1.375118280286992e-05,
586,250,10,1.1435997266526626e-09,4.3844382495062386e-05,2.192276304739452e-05,
587,250,30,3.5837294508652155e-10,1.3739632945039805e-05,6.869995658992445e-06,
588,250,15,9.584333939099169e-10,3.67453046194984e-05,1.8373131526446156e-05,
589,250,10,9.341052955880785e-10,3.581259151775407e-05,1.790676281152483e-05,
590,250,25,8.691966451251653e-10,3.332406372974539e-05,1.666246646319526e-05,
591,250,20,6.543582307882216e-10,2.5087390186291018e-05,1.2544022272260903e-05,
592,250,25,4.534255832676025e-10,1.7383848773749824e-05,8.692151099666546e-06,
593,250,10,4.2206773714549233e-10,1.618162270849589e-05,8.091022388116517e-06,
594,250,45,3.4236261477490783e-10,1.3125814115168848e-05,6.563078238891811e-06,
595,250,30,6.799106887575531e-10,2.606704391896163e-05,1.3033861914825194e-05,
596,250,10,1.7300750842131976e-09,6.632921639413728e-05,3.3165473234610744e-05,
597,250,15,9.963303744652922e-11,3.819823405989033e-06,1.90996151951324e-06,
598,250,5,1.0925450443417732e-09,4.1887000932936136e-05,2.094404673899024e-05,
599,250,45,1.4339406798286335e-09,5.497574210310346e-05,2.748858802189164e-05,
600,250,20,8.147287786445907e-10,3.1235824360666204e-05,1.5618319544722424e-05,
601,250,45,5.224777706106171e-11,2.003123530544263e-06,1.0015878891606621e-06,
602,250,35,4.898585871522609e-11,1.8780650924480153e-06,9.390570391533652e-07,
603,250,35,1.0157662028957392e-10,3.894338280026927e-06,1.9472199283236086e-06,
604,250,35,2.920179673976264e-10,1.1195654528081972e-05,5.597973273024685e-06,
605,250,40,3.8285830834583195e-10,1.4678375415199394e-05,7.3393791367538704e-06,
606,250,5,8.028660731094768e-10,3.078102100002689e-05,1.539091193305e-05,
607,250,20,1.828295396998826e-09,7.009487745735097e-05,3.504835287637398e-05,
608,250,20,1.1554820340376373e-09,4.429993736952501e-05,2.2150546425779522e-05,
609,250,15,1.26231393406114e-09,4.8395757417519254e-05,2.4198509865726656e-05,
610,250,20,9.989448661524691e-10,3.829847085681426e-05,1.9149734900840204e-05,
611,250,5,2.2514877125208552e-09,8.631961529025397e-05,4.3160933388983244e-05,
612,250,40,1.7042380153905097e-09,6.533865098771755e-05,3.267017761286647e-05,
613,250,10,1.4555673473548695e-09,5.580488525609219e-05,2.7903170411719773e-05,
614,250,30,3.2313630804345986e-10,1.2388698211190476e-05,6.19451067374926e-06,
615,250,25,1.0592896211670336e-10,4.061202380612603e-06,2.0306541547873597e-06,
616,250,30,3.9689259350143446e-10,1.521643480089729e-05,7.608415846745396e-06,
617,250,25,2.6655542857137897e-10,1.0219448198563985e-05,5.109857376996278e-06,
618,250,20,2.497731606755838e-09,9.576034112665616e-05,4.788141942913146e-05,
619,250,5,8.71751906556836e-10,3.342202970243147e-05,1.6711450727169014e-05,
620,250,10,4.555735149526997e-10,1.7466198162421258e-05,8.733326867968104e-06,
621,250,15,1.8740575257714897e-10,7.184934821397644e-06,3.592561113575111e-06,
622,250,45,9.814300682961238e-10,3.762697236075827e-05,1.8813976895413285e-05,
623,250,30,6.704481505826936e-10,2.5704260391260874e-05,1.2852465419705729e-05,
624,250,40,2.8159849537417986e-09,0.0001079618318671522,5.3982323926052965e-05,
625,250,20,2.5639944457521093e-10,9.830078704532123e-06,4.915167551988349e-06,
626,250,20,2.3774096500428784e-09,9.114732682652281e-05,4.557485211808643e-05,
627,250,20,9.752715125270103e-10,3.739085996193099e-05,1.869591761672176e-05,
628,250,15,4.940573032012301e-10,1.894162517810122e-05,9.47105961770221e-06,
629,250,10,2.2704957611656156e-10,8.704836341413206e-06,4.352531695494661e-06,
630,250,40,6.389971989404972e-10,2.4498464760590017e-05,1.224955187889448e-05,
631,250,45,4.520747421398574e-10,1.7332058979021316e-05,8.666255526881728e-06,
632,250,15,7.08506742510456e-10,2.7163385837704005e-05,1.3582047172223257e-05,
633,250,30,3.703000094066635e-10,1.4196903752218254e-05,7.098637026113831e-06,
634,250,25,1.4771817395709075e-09,5.6633557786901646e-05,2.831751748432061e-05,
635,250,45,5.298940787959288e-10,2.0315568578002803e-05,1.01580492360408e-05,
636,250,35,1.0803307643663655e-09,4.141871858670732e-05,2.0709899458735843e-05,
637,250,5,8.987140978987678e-10,3.4455731095103945e-05,1.7228314904600922e-05,
638,250,15,8.151025796220278e-10,3.1250155487764104e-05,1.5625485295171863e-05,
639,250,15,1.912250575369388e-10,7.331362862275599e-06,3.665777043666568e-06,
640,250,40,1.70523209514083e-09,6.537676293527041e-05,3.2689234083682774e-05,
641,250,15,2.177871304972709e-09,8.349724146903876e-05,4.174970967017187e-05,
642,250,40,1.6146296470582344e-09,6.190316260454134e-05,3.09523886170942e-05,
643,250,5,1.731326571809059e-10,6.63771970814022e-06,3.3189464203987005e-06,
644,250,45,1.3364083527578474e-10,5.123645767161648e-06,2.5618897039984617e-06,
645,250,15,1.2785281458387504e-09,4.9017392843328866e-05,2.4509335685737354e-05,
646,250,45,2.6565182107628197e-10,1.0184804859887786e-05,5.0925352558544305e-06,
647,250,30,2.4946742812357603e-09,9.564312655726608e-05,4.782281061577366e-05,
648,250,40,1.9627622770907096e-09,7.525019289356817e-05,3.762607782792263e-05,
649,250,5,1.8316773175756549e-09,7.022453665180744e-05,3.511318416456251e-05,
650,250,5,1.2475790723809692e-09,4.783083868200309e-05,2.3916043130537735e-05,
651,250,10,1.2904699246401845e-09,4.94752277878807e-05,2.4738259128902668e-05,
652,250,35,1.025421306554528e-09,3.9313549081337284e-05,1.965728725132192e-05,
653,250,30,5.715845764282479e-10,2.1913937379603668e-05,1.0957254482090049e-05,
654,250,5,1.3717009579274347e-09,5.2589538163190065e-05,2.6295454932073995e-05,
655,250,45,2.6447216446693456e-10,1.0139578095323541e-05,5.069921283744004e-06,
656,250,45,5.3344857856115415e-11,2.0451844272769987e-06,1.0226188860674275e-06,
657,250,45,1.0593632282703592e-09,4.061484582323337e-05,2.030795259323082e-05,
658,250,10,2.365801728515971e-10,9.070229161049657e-06,4.535232870611254e-06,
659,250,40,8.130679114448296e-10,3.1172148500063326e-05,1.5586480783987386e-05,
660,250,15,3.532265320971167e-11,1.3542325010868223e-06,6.77133911870016e-07,
661,250,35,1.9046460977130644e-09,7.302208113523175e-05,3.651199289066473e-05,
662,250,30,3.2968205902114147e-10,1.2639655257519035e-05,6.319992469789028e-06,
